gvkey,datadate,indfmt,tic,cusip,conm,caps,capx,capxv,ceq,ci,cibegni,citotal,cogs,cshfd,cstkcv,dlc,ebitda,fiao,fincf,fopox,exchg,cik,cshtr_c,mkvalt,prcc_f,prch_f,prcl_f,state
37577,12/31/2023,INDL,IVRA,46090A788,INVESCO REAL ASSETS ESG ETF,,,,,,,,,,,,,,,,21,,230960,,14.1714,14.97,11.8103,IL
37582,12/31/2023,INDL,DRTS,M0740A108,ALPHA TAU MEDICAL LTD,200.234,6.401,6.401,84.475,-29.157,-29.157,-29.157,0,69.378,0,1.062,-34.606,0,5.297,7.633,14,1871321,13747370,209.7097,3.01,5.95,2.7,
37587,12/31/2023,INDL,ASLE,00810F106,AERSALE CORP,311.739,11.359,11.359,445.015,-5.563,-5.563,-5.563,231.623,51.458,0.0001,5.871,-0.311,-1.362,29.744,11.288,14,1754170,96548139,672.251,12.695,20.81,10.39,FL
37588,12/31/2023,INDL,KANT,49461C102,KINETA INC,168.669,0,0,2.89,-14.076,-14.076,-14.099,21.156,11.054,0.001,1.167,-15.714,0,8.468,3.222,19,1445283,5958609,37.7411,3.63,8.49,1.7799,WA
37592,12/31/2023,INDL,VINC,92731L304,VINCERX PHARMA INC,170.324,0,0,11.222,-40.123,-40.157,-40.123,0,21.295,0.0001,1.162,-42.557,0,0.114,2.98,14,1796129,23187811,25.2614,1.18,1.95,0.61,CA
37593,12/31/2023,INDL,PRCH,733245104,PORCH GROUP INC,690.223,10.096,10.096,-35.683,-131.622,-133.933,-131.622,195.828,96.057,0.0001,1.913,-77.777,-4.904,90.951,54.577,14,1784535,376455622,299.068,3.08,3.99,0.495,WA
37594,12/31/2023,INDL,SPRU,9837FR209,SPRUCE POWER HOLDG CORP,475.654,0.499,0.499,212.344,-66.61,-66.61,-65.831,14.013,18.391,0.0001,29.08,24.321,-0.925,-16.807,3.589,11,1772720,13882591.38,80.8551,4.42,12.4,3.27,CO
37596,1/31/2023,INDL,S,81730H109,SENTINELONE INC,2663.394,18.405,18.405,1656.705,-385.499,-378.678,-385.499,121.144,277.803,0.0001,3.895,-369.655,-0.186,36.308,154.621,11,1583708,974776854,4327.2688,15.09,48.46,12.69,CA
37599,12/31/2023,INDL,JCTR,46641Q282,JPMORGAN CARBON TRSTN US ETF,,,,,,,,,,,,,,,,17,,359776,,64.5221,64.8104,51.1113,NY
37600,12/31/2023,INDL,JSTC,886364876,ADASINA SOCIAL JUSTIC CP ETF,,,,,,,,,,,,,,,,17,,5176444,,17.04,17.13,14.6038,WI
37601,12/31/2023,INDL,IFBD,G47724300,INFOBIRD CO LTD,83.383,0,0,57.592,-2.475,-2.868,-2.192,0.125,3.149,0,0,-3.156,-2.9,49.57,20.257,14,1815566,46568134.52,14.0746,1.31,170,0.8301,
37605,6/30/2023,INDL,MYTE,55406W103,MYT NETHERLANDS PARENT BV,578.384,24.847,24.847,488.483,-16.528,-16.507,-16.528,421.447,86.6,0,8.903,44.938,-2.686,-5.941,32.759,11,1831907,26992640,,4,15.9,3.4653,
37608,12/31/2023,INDL,GRDI,398501106,GRIID INFRASTRUCTURE INC,47.765,0.248,0.248,-59.637,-18.657,-18.657,-18.657,23.958,54.77,0.0001,2.965,-7.37,-3.167,11.698,-11.75,14,1830029,2081273,314.73,5.38,12.39,3.07,OH
37610,12/31/2023,INDL,BZFD,12430A300,BUZZFEED INC,723.081,0.964,0.964,108.828,-90.093,-89.322,-89.111,138.105,143.062,0.0001,146.636,-10.322,0,0.812,27.083,14,1828972,910808985,36.403,0.25,4.25,0.2,NY
37612,12/31/2023,INDL,THCH,G8656L130,TH INTERNATIONAL LIMITED,254.943,41.238,41.238,-60.249,-122.476,-123.109,-122.944,218.494,154.189,0,104.237,-74.848,-35.84,11.4,48.48,14,1877333,62460654,276.934,1.75,6.72,1.43,
37623,12/31/2023,INDL,RSI,782011100,RUSH STREET INTERACTIVE INC,192.163,1.291,1.291,53.753,-54.765,-60.055,-16.654,465.014,68.508,0.0001,1.494,-21.852,0,-0.518,31.4,11,1793659,152152348,325.0176,4.49,5.48,2.77,IL
37625,12/31/2023,INDL,SPRE,886364769,TIDAL ETF TRUST SP FDS &P ET,,,,,,,,,,,,,,,,17,,8804817,,20.1859,22.0999,16.19,WI
37626,12/31/2023,INDL,PSFF,69374H568,PACER SWAN SOS FUND OF F ETF,,,,,,,,,,,,,,,,21,,13573304,,25.88,32.04,21.01,PA
37630,12/31/2023,INDL,DNMR,236272407,DANIMER SCIENTIFIC INC,732.131,27.685,27.685,278.02,-155.473,-155.473,-155.473,53.259,102.002,0.0001,4.705,-95.259,-33.296,84.03,56.293,19,1779020,285460387,104.8886,1.02,4.59,0.871,GA
37632,12/31/2023,INDL,MRAD,402031868,SMARTETFS ADVE & MAR TEC ETF,,,,,,,,,,,,,,,,17,,64206,,15.3436,16.1195,12.3032,CA
37633,12/31/2023,INDL,CLNN,185634201,CLENE INC,255.901,0.33,0.33,13.39,-49.508,-49.504,-49.508,38.526,104.939,0.0001,20.106,-37.872,-0.2,42.163,17.819,14,1822791,163509251,38.0903,0.2966,1.99,0.25,UT
37635,12/31/2023,INDL,TESL,82889N889,SIMPLIFY VOLT TSLA RVLTN ETF,,,,,,,,,,,,,,,,17,,923384,,9.51,10.3,5.8,NV
37639,12/31/2023,INDL,GSPY,886364835,GOTHAM ENHANCED 500 ETF,,,,,,,,,,,,,,,,17,,6236202,,26.07,26.38,20.755,WI
37640,12/31/2023,INDL,ENVB,29405E406,ENVERIC BIOSCIENCES INC,98.999,0.005,0.005,1.956,-17.325,-17.292,-17.344,0,2.159,0.01,0,-15.101,-0.291,-1.343,2.969,14,890821,233510944,3.5607,1.3,6.98,1.22,FL
37646,12/31/2023,INDL,SHLS,82489W107,SHOALS TECHNOLOGIES GRP INC,470.542,10.578,10.578,544.996,42.661,42.661,39.974,256.951,164.504,0,3.14,156.629,-3.787,-67.167,85.755,14,1831651,754047286,2643.6182,15.54,30.0997,12.11,TN
37648,12/31/2023,INDL,DBJA,45782C136,INNOVATOR DOUBL 9 BUFFER ETF,,,,,,,,,,,,,,,,21,,314794,,29.4601,29.5,24.8808,IL
37651,12/31/2023,INDL,SES,78397Q109,SES AI CORPORATION,559.214,15.763,15.763,358.95,-53.762,-53.4,-53.762,0,315.052,0.0001,2.404,-72.617,2.751,3.275,2.56,11,1819142,178482679,648.0908,1.83,3.69,1.33,MA
37662,12/31/2023,INDL,FTCO,34962K100,FORTITUDE GOLD CORP,104.021,5.423,5.423,120.545,17.017,17.017,17.017,19.997,24.206,0.01,0.631,30.856,0,-12.502,-0.122,19,1828377,12773462,143.5466,5.96,7.41,5.51,CO
37664,12/31/2023,INDL,PCT,74623V103,PURECYCLE TECHNOLOGIES INC,764.344,153.899,153.899,420.236,-101.106,-101.715,-101.106,0,164.013,0.001,11.683,-97.966,-11.139,272,-22.8,14,1830033,611176521,665.33,4.05,11.89,2.54,FL
37668,12/31/2023,INDL,JANW,00888H802,ALLIANZIM U.S. LARGE JAN ETF,,,,,,,,,,,,,,,,17,,12625538,,30.3,30.48,26.19,MN
37669,12/31/2023,INDL,PERF,G7006A109,PERFECT CORP,510.399,0.289,0.289,139.406,5.296,5.416,5.296,9.762,118.024,0.1,0.481,-4.914,0,-51.499,1.177,11,1899830,4143603,315.7319,3.1,8.383,2.2,
37671,12/31/2023,INDL,ISPC,45032V207,ISPECIMEN INC,69.104,0.019,0.019,9.741,-11.098,-11.099,-11.098,2.704,9.041,0.0001,0.167,-9.053,0,0.071,0.587,14,1558569,8107435,4.547,0.5006,2.0455,0.4074,MA
37672,12/31/2023,INDL,MNTK,61218C103,MONTAUK RENEWABLES INC,214.378,63.091,63.091,250.239,14.948,14.948,14.948,93.925,142.152,0.01,8.332,46.398,-1.138,-9.33,11.046,14,1826600,67002408,1265.0953,8.91,12.025,5.46,PA
37673,12/31/2023,INDL,BMTX,05591L107,BM TECHNOLOGIES INC,71.787,0.292,0.292,30.972,-17.331,-17.331,-17.331,61.499,11.574,0.0001,0,-6.247,0,-2.474,0.649,12,1725872,10609904,24.5672,2.05,5.745,1.41,PA
37674,12/31/2023,INDL,MSGM,62011B201,MOTORSPORT GAMES INC,91.923,0.032,0.032,3.043,-15.24,-14.323,-13.917,1.827,2.577,0.0001,0.153,-12.48,-1.113,9.937,5.135,14,1821175,134984812,8.4141,3.09,49.5,2.1001,FL
37675,12/31/2023,INDL,CGEM,230031106,CULLINAN THERAPEUTICS INC,654.685,0.208,0.208,453.703,-152.629,-155.101,-150.69,0,41.55,0.0001,1.44,-190.339,0,40.751,20.855,14,1789972,55910561,437.151,10.19,13.74,7.64,MA
37676,12/31/2023,INDL,RLX,74969N103,RLX TECHNOLOGY INC,1708.651,3.98,3.98,2201.398,104.384,76.296,103.445,114.208,1340.446,0,26.295,-63.49,-15.932,-168.28,3.651,11,1828365,2093100886,,2,3,1.39,
37678,12/31/2023,INDL,VINP,G9451V109,VINCI PARTNERS INV LTD,295.178,7.572,7.572,284.189,44.693,45.23,44.93,47.835,55.406,0,20.837,45.819,-2.468,36.071,-9.671,14,1826286,13567328,588.8691,10.95,11.47,7.7,
37684,6/30/2023,INDL,MLEC,L64875104,MOOLEC SCIENCE SA,68.332,0.015,0.015,10.106,-51.771,-51.789,-51.771,1.025,34.466,0.01,2.546,-6.531,-0.024,11.282,42.661,14,1937737,15269851,138.2355,3.68,42.25,2.6001,
37685,12/31/2023,INDL,HWAIF,42249X100,HEALWELL AI INC,12.567,0.066,0.066,12.65,-31.545,-31.545,-31.597,5.298,57.032,0.766,1.682,-13.477,-1.071,27.195,18.273,19,1999124,21966045,65.9903,0.75,1.04,0.085,ON
37687,12/31/2023,INDL,GGR,G9491K105,GOGORO INC,669.912,117.816,117.816,248.687,-76.729,-76.038,-76.729,210.303,234.803,0.0001,87.068,13.033,-0.062,15.151,15.345,14,1886190,52836666,633.9602,2.58,5.09,2.33,
37694,12/31/2023,INDL,ADSE,G0085J117,ADS TEC ENERGY PLC,248.711,2.539,2.539,37.492,-60.816,-60.884,-60.816,117.374,49.208,0.0001,16.316,-31.597,9.211,28.177,16.592,14,1879248,10853034,361.6828,7.15,7.99,1.905,
37702,12/31/2023,INDL,HEGD,53656F599,SWAN HEDGED EQUIT US CAP ETF,,,,,,,,,,,,,,,,21,,15492850,,19.5203,19.65,16.86,PR
37703,12/31/2023,INDL,DSTX,26922B501,DISTILLATE INTERNATIO FU ETF,,,,,,,,,,,,,,,,11,,1390908,,23.7225,23.8301,20.335,IL
37704,12/31/2023,INDL,DSJA,45782C177,INNOVATOR DOUBLE STACKE ETF,,,,,,,,,,,,,,,,21,,63027,,29.8252,29.8252,23.9639,IL
37705,12/31/2023,INDL,JANT,00888H703,ALLIANZIM US L C B 10 JA ETF,,,,,,,,,,,,,,,,17,,5502738,,31.0992,31.265,25.0617,MN
37706,12/31/2023,INDL,JANZ,53656F763,TRUESHARES STRUCTURED OU ETF,,,,,,,,,,,,,,,,21,,646687,,29.8625,30.6943,25.54,IL
37707,12/31/2023,INDL,SCLX,80880W106,SCILEX HOLDING CO,407.813,0.03,0.03,-172.938,-114.331,-114.331,-114.331,15.641,130.298,0.0001,109.188,-101.285,-23.739,23.582,23.611,14,1820190,176128331,204.0326,2.04,16.9,0.9001,CA
37711,12/31/2023,INDL,CLOV,18914F103,CLOVER HEALTH INVESTMENTS,2461.238,0.584,0.584,286.394,-206.357,-213.361,-206.357,2026.306,482.176,0.0001,1.665,-171.55,-28.791,-33.861,152.948,14,1801170,1714154472,465.6264,0.9521,1.63,0.7078,TN
37712,12/31/2023,INDL,TSJA,45782C169,INNOVATOR TRIPL STACKER ETF,,,,,,,,,,,,,,,,21,,341379,,29.0606,29.0701,23.4764,IL
37713,12/31/2023,INDL,LSEA,51509P103,LANDSEA HOMES CORP,465.29,7.478,7.478,652.878,32.65,32.65,29.236,989.869,39.076,0.0001,0,46.778,-31.893,-23.768,9.222,14,1721386,36525509,479.8859,13.14,13.6,5.17,TX
37714,12/31/2023,INDL,PSCX,69374H584,PACER SWAN SOS CONSERV - JAN,,,,,,,,,,,,,,,,21,,378228,,24.445,24.45,20.9,PA
37715,12/31/2023,INDL,PSFD,69374H576,PACER SWAN SOS FLEX JANUARY,,,,,,,,,,,,,,,,21,,736331,,28.89,28.93,23.695,PA
37716,12/31/2023,INDL,PSMD,69374H550,PACER SWAN SOS MODER JANUARY,,,,,,,,,,,,,,,,21,,939381,,25.83,25.85,21.94,PA
37717,12/31/2023,INDL,QPX,00768Y438,ADVISORSHARES Q DYNAM GR ETF,,,,,,,,,,,,,,,,17,,2036290,,30.5807,30.78,20.68,MD
37718,12/31/2023,INDL,RAYC,00774Q197,RAYLIANT QUANTA CHINA EQ ETF,,,,,,,,,,,,,,,,17,,7510435,,12.8,19.46,12.761,CA
37719,12/31/2023,INDL,FXED,886364819,SOUND ENHANCED FI INCOME ETF,,,,,,,,,,,,,,,,11,,1316914,,18.415,18.5,16.4,WI
37720,12/31/2023,INDL,DIVY,886364793,SOUND EQUITY DIVIDEND IN ETF,,,,,,,,,,,,,,,,11,,959781,,25.9923,29.12,20.47,WI
37723,12/31/2023,INDL,TRIN,896442308,TRINITY CAPITAL INC,633.74,2.744,2.744,611.159,76.893,76.893,76.893,47.658,42.706,0.001,0,,0,93.153,-39.217,14,1786108,86418350,673.0877,14.53,15.44,10.84,AZ
37725,12/31/2023,INDL,LANV,G5380J100,LANVIN GROUP HOLDINGS LTD,866.46,47.209,47.209,187.18,-158.501,-161.66,-140.093,141.805,131.625,0,76.126,-74.143,32.846,37.727,25.838,11,1922097,34542080,346.094,2.95,9.4,2.9001,
37726,12/31/2023,INDL,DATA.,300532108,EVOLVE CLOUD INDEX ETF UNITS,,,,,,,,,,,,,,,,7,,285560,,21.26,21.44,13.74,ON
37728,12/31/2023,INDL,CLDL,25460G625,DIREXION DAILY CLOU CO BULL,,,,,,,,,,,,,,,,17,,4754440,,10.9,11.23,5.47,NY
37731,12/31/2023,INDL,VALT.,12562B100,CI GOLD BULLION FUND,,,,,,,,,,,,,,,,7,,390307,,25.84,25.95,22.81,ON
37732,12/31/2023,INDL,CMGG.,12561Q108,CI MUNRO GLOBAL GRO EQUITY,,,,,,,,,,,,,,,,7,,574299,,21.72,21.9,17.32,ON
37745,12/31/2023,INDL,XDAT,35473P470,FRANKLIN EXPONENTIL DATA ETF,,,,,,,,,,,,,,,,21,,262391,,21.7999,22.24,14.11,CA
37746,12/31/2023,INDL,TRVL.,41756M101,HARVEST TRAVEL & LEI IDX ETF,,,,,,,,,,,,,,,,7,,2071570,,23.23,23.66,17.45,ON
37747,12/31/2023,INDL,HCLN.,41754G106,HARVEST CLEAN ENERGY ETF,,,,,,,,,,,,,,,,7,,1171883,,9.78,13.51,8.47,ON
37748,12/31/2023,INDL,SWVL,G86302125,SWVL HOLDINGS CORP,347.802,0.017,0.017,8.954,-2.243,3.056,-2.243,18.512,11.026,0.003,0.641,-5.992,0,0.344,-19.976,14,1875609,27869576,11.3654,1.6736,11.6425,0.6204,
37749,6/30/2023,INDL,AENT,01861F102,ALLIANCE ENTMNT HOLDING CORP,44.542,0.825,0.825,79.534,-35.415,-35.404,-35.415,1039.447,48.138,0.0001,140.127,-5.456,0,-3.157,11.614,14,1823584,5120530,125.3759,2.55,12.24,1.71,FL
37750,12/31/2023,INDL,TOITF,89072T102,TOPICUS.COM INC,0,8.597,8.597,374.915,130.178,127.587,80.639,890.743,129.842,0.53,200.832,352.741,-6.013,-86.192,25.69,19,,2423996,5502.5167,67.194,83.0016,51.55,
37751,12/31/2023,INDL,DRVN,26210V102,DRIVEN BRANDS HOLDINGS INC,1652.401,596.478,596.478,906.079,-720.389,-744.962,-720.402,1271.986,161.917,0.01,107.61,352.907,-0.102,170.699,1020.199,14,1804745,247616159,2338.1409,14.26,31.47,10.605,NC
37752,12/31/2023,INDL,PLTK,72815L107,PLAYTIKA HOLDING CORP,1264.9,32.6,32.6,-221.5,238,235,238,560.5,366.8,0.01,36.3,717.4,0,-18.2,170.4,14,1828016,275667226,3226.4,8.72,12.895,7.58,
37760,12/31/2023,INDL,BUFD,33740U703,FT VEST LADDERED DEEP BUFFER,,,,,,,,,,,,,,,,21,,42105426,,22.7,24,19.5601,IL
37763,12/31/2023,INDL,UWMC,91823B109,UWM HOLDINGS CORP,1.702,26.434,26.434,112.402,-69.782,-69.782,-13.23,1021.223,93.245,0.0001,3182.146,290.104,-602.141,-2202.636,-1350.164,11,1783398,283166660,669.6261,7.15,7.43,3.31,MI
37763,12/31/2023,FS,UWMC,91823B109,UWM HOLDINGS CORP,1.702,,,112.402,,,,,,,3182.146,,,,,11,1783398,283166660,669.6261,7.15,7.43,3.31,MI
37764,12/31/2023,INDL,INFL,53656F623,HORIZON KINETI INFLA BEN ETF,,,,,,,,,,,,,,,,17,,48264836,,31.47,33,28.5357,NY
37765,12/31/2023,INDL,HART,45409B321,NYLI HEALTHY HEARTS ETF,,,,,,,,,,,,,,,,17,,108715,,28.8943,28.95,25.5,NY
37766,12/31/2023,INDL,ONOF,37954Y194,GLOBAL X ADAPT RISK MANA ETF,,,,,,,,,,,,,,,,17,,2233207,,29.6183,30.42,25.78,NY
37767,12/31/2023,INDL,LVOL,25072513,AMERICAN CENTURY LOW VOL ETF,,,,,,,,,,,,,,,,17,,86710,,47.877,47.91,41.2669,MO
37768,12/31/2023,INDL,OVT,53656F573,OVERLAY SHARES SHORT TER ETF,,,,,,,,,,,,,,,,21,,2948638,,21.71,22.01,20.4601,GA
37769,12/31/2023,INDL,OVLH,53656F581,OVERLAY SHARES HEDGED EQ ETF,,,,,,,,,,,,,,,,21,,4687667,,28.9053,29.25,24.12,GA
37773,12/31/2023,INDL,EVAX,29970R303,EVAXION BIOTECH -ADR,87.45,0.087,0.087,-4.729,-22.247,-22.125,-22.247,21.655,27.336,0.156,0.485,-21.582,2.155,10.691,2.257,14,1828253,64841678,,0.6857,2.14,0.4701,
37774,12/31/2023,INDL,FJAN,33740F623,FT VEST US EQUITY ETF JAN,,,,,,,,,,,,,,,,21,,10700891,,39.83,39.8799,32.52,IL
37775,12/31/2023,INDL,TIXT,87975H100,TELUS INTERNATIONAL IN,55,79,79,2037,54,54,54,2146,286,,122,562,-105,443,134,11,1825155,54760340,2350.92,8.58,24.52,6.025,BC
37776,12/31/2023,INDL,PAX,G69451105,PATRIA INVESTMENTS LTD,503.654,5.87,5.87,542.489,119.823,120.815,117.867,133.469,148.68,0.0001,3.014,167.298,-15.909,-229.627,9.981,14,1825570,64320315,2299.4195,15.51,17.46,12.81,
37777,12/31/2023,INDL,KTYCF,49804N104,KITS EYECARE LTD,3.04,0.563,0.563,51.446,-2.841,-2.215,-2.841,78.664,31.394,2.4614,3.723,1.771,0,-5.072,1.764,19,,4573737,196.1856,6.24,6.4,2.57,BC
37778,12/31/2023,INDL,GROY,38071H106,GOLD ROYALTY CORP,14.202,28.701,28.701,520.95,-26.718,-26.756,-26.718,0,144.73,3.818,0,-6.795,-1.115,35.96,27.049,12,1834026,112997761,214.1334,1.47,2.66,1.18,BC
37782,12/31/2023,INDL,UHG,91060H108,UNITED HOMES GROUP INC,2.794,0.162,0.162,-31.183,125.06,125.06,125.06,341.222,55.769,0.0001,0,23.263,-33.529,40.509,-107.178,14,1830188,28311361,407.6411,8.43,29,4.79,SC
37783,12/31/2023,INDL,ICU,81256L203,SEASTAR MEDICAL HOLDING CORP,100.859,0,0,-13.87,-26.232,-26.232,-26.232,0,21.67,0.0001,4.744,-14.01,-0.5,10.414,13.022,14,1831868,1138468864,21.0792,0.4427,6.34,0.162,CO
37785,12/31/2023,INDL,MOND,465712107,MONDEE HOLDINGS INC,306.326,11.747,11.747,-65.228,-58.598,-60.817,-58.598,218.046,77.214,0.0001,12.027,5.279,-6.764,5.369,25.667,19,1828852,58169968,217.016,2.76,14.25,2.5,TX
37786,12/31/2023,INDL,BOLT,97702104,BOLT BIOTHRPTCS INC,476.988,0.206,0.206,112.741,-68.241,-69.197,-68.241,82.218,37.812,0,2.782,-74.342,0,0.253,7.682,14,1641281,40870429,42.6888,1.12,2.03,0.84,CA
37787,12/31/2023,INDL,ONTF,68339B104,ON24 INC,485.291,2.183,2.183,180.217,-50.479,-51.786,-50.479,38.312,44.645,0.0001,2.906,-46.126,-0.403,-124.183,43.775,11,1110611,86445683,324.5693,7.88,11.2,5.73,CA
37790,12/31/2023,INDL,BMBL,12047B105,BUMBLE INC,1772.449,14.935,14.935,1635.015,4.362,-1.868,0.339,307.835,134.937,0.01,6.921,94.141,-19.31,-198.891,114.422,14,1830043,589876663,1926.3411,14.74,27.92,12.29,TX
37793,12/31/2023,INDL,DFH,26154D100,DREAM FINDERS HOMES INC,275.241,4.781,4.781,924.584,307.942,307.942,295.9,3001.162,106.028,0.01,530.384,438.629,-55.923,-216.424,48.357,11,1825088,68423326,3308.1272,35.53,37,8.81,FL
37794,12/31/2023,INDL,SATL,G7823S101,SATELLOGIC INC,344.144,14.885,14.885,51.675,-60.739,-61.018,-60.739,28.065,89.54,0.0001,2.143,-52.147,0,-0.083,-5.377,14,1874315,14828167,158.032,1.75,4.25,0.6901,
37797,12/31/2023,INDL,PIII,744413105,P3 HEALTH PARTNERS INC,509.442,1.827,1.827,142.11,-186.426,-186.426,-57.773,1222.035,294.59,0.0001,2.7,-81.255,-0.348,100.332,-7.046,14,1832511,109128163,164.3891,1.41,5.56,0.7003,NV
37798,6/30/2023,INDL,DCFCQ,Q9225T207,TRITIUM DCFC LTD,20.254,8.007,8.007,-143.655,-118.59,-121.37,-118.59,187.416,155.401,1.519,66.2,-96.687,-7.488,126.312,4.961,19,1862490,510724307,154.7876,1.09,9.23,0.82,
37799,12/31/2023,INDL,HYPR,44916K106,HYPERFINE INC,338.114,0.804,0.804,84.399,-44.238,-44.238,-44.238,5.221,71.316,0.0001,0.185,-47.061,0,0.174,4.99,14,1833769,135961840,80.5235,1.12,3.28,0.7705,CT
37800,12/31/2023,INDL,FHSEY,320505100,FIRST HIGH-SCHOL EDU GP -ADR,50.295,0.517,0.517,21.644,-9.906,-9.963,-10.124,26.234,30.796,0,12.406,3.411,-9.802,-8.551,7.339,19,1786182,2630719,,0.055,0.3,0.0401,
37801,12/31/2023,INDL,CDTG,G2030P107,CDT ENVIRN TECH INVE HOL LTD,7.453,0.022,0.022,31.903,6.526,7.024,6.899,22.483,10.7,0.0025,8.545,8.953,-0.032,2.99,-0.088,14,1793895,,,,,,
37802,9/30/2023,INDL,CNEY,G2181K113,CN ENERGY GROUP INC,8.865,0.684,0.684,103.562,-7.864,-5.626,-7.864,54.661,54.088,,7.254,-3.534,0.267,13.433,1.166,14,1780785,366695047,8.5557,0.1195,2.68,0.106,
37803,12/31/2023,INDL,PHVS,N69605108,PHARVARIS NV,711.519,0.099,0.099,424.506,-111.566,-111.502,-111.566,0,38.392,0.13,0.216,-106.837,-19.12,359.672,15.173,14,1830487,15828547,1466.7345,28.05,29.8,6.02,
37807,12/31/2023,INDL,LGVN,54303L203,LONGEVERON INC,91.8,0.301,0.301,6.741,-21.413,-21.413,-21.413,0.488,21.735,0.001,0.593,-20.083,0,5.262,2.542,14,1721484,45207773,34.1469,1.36,4.5793,1.15,FL
37808,12/31/2023,INDL,NEXI,65344D208,NEXIMMUNE INC,226.101,0.049,0.049,3.51,-32.344,-32.344,-32.344,0,1.049,0.0001,0.069,-28.167,0,0,4.782,19,1538210,23034154.2,2.3665,2.22,20.35,1.2501,MD
37810,12/31/2023,INDL,SOND,83542D300,SONDER HOLDINGS INC,977.503,12.362,12.362,-376.701,-303.718,-295.668,-303.718,583.664,10.934,0.0001,368.074,-194.611,0,-32.232,109.595,14,1819395,16617016.35,35.1916,3.39,35,2.39,CA
37812,12/31/2023,INDL,IMCR,45258D105,IMMUNOCORE HOLDINGS PLC,1149.643,5.425,5.425,368.842,-36.875,-55.287,-36.875,304.987,48.889,0.003,1.388,-55.559,0,34.346,48.355,14,1671927,66178941,,68.32,70.98,42.21,
37817,12/31/2023,INDL,FATH,31189Y202,FATHOM DIGITAL MANUFACT CORP,594.401,4.993,4.993,72.55,-1.443,-1.443,16.059,87.904,6.823,0.0001,161.914,7.087,-1.627,1.5,-32.653,11,1836176,1566944.5,15.72,4.4583,39.236,2.9933,WI
37819,12/31/2023,INDL,ALUR,02008G201,ALLURION TECHNOLOGIES INC,143.007,1.606,1.606,-70.487,-81.307,-80.607,-81.307,11.603,35.582,0.0001,39.551,-78.332,98.202,95.986,15.685,11,1964979,17703300.43,178.3531,3.74,9,2.63,MA
37820,12/31/2023,INDL,ECX,G29201103,ECARX HOLDINGS INC,859.395,8.771,8.771,-129.947,-137.367,-143.171,-126.792,477.753,337.407,0,175.594,-116.633,-4.679,41.861,35.71,14,1861974,67065719,1067.922,3.16,9.34,2,
37822,12/31/2023,INDL,SKYU,74347G788,PROSHARES ULTRA CLOUD CMPTNG,,,,,,,,,,,,,,,,14,,638231,,21.74,22.32,9.7,MD
37824,12/31/2023,INDL,DSP,92557A101,VIANT TECHNOLOGY INC,112.83,13.476,13.476,68.21,-9.943,-9.943,-3.443,108.292,15.224,0.001,3.762,-3.565,-10.155,-14.391,32.391,14,1828791,22616485,108.7518,6.89,7.605,3.66,CA
37825,12/31/2023,INDL,SNSE,81728A108,SENSEI BIOTHERAPEU INC,296.996,0.18,0.18,64.895,-33.306,-34.101,-33.306,0,27.953,0.0001,2.439,-32.457,0,-11.173,4.755,14,1829802,12440067,17.3208,0.692,1.926,0.51,MD
37828,12/31/2023,INDL,UCYB,74347G770,PROSHARES NASD CYBERSECU ETF,,,,,,,,,,,,,,,,14,,236864,,38.91,40.28,21.33,MD
37836,12/31/2023,INDL,BGLD,33733E849,FT VEST GOLD QUARTE BUFF ETF,,,,,,,,,,,,,,,,21,,3302030,,18.8198,20.75,18.18,IL
37838,12/31/2023,INDL,ALLGF,N0796A100,ALLEGO N V,411.338,76.335,76.335,-88.077,-137.866,-121.9,-137.442,93.184,268.218,0.13,13.183,-36.445,-2.292,83.602,58.273,19,1874474,27480801,365.8649,1.35,4.89,0.9853,
37839,12/31/2023,INDL,SDA,G85727108,SUNCAR TECHNOLOGY GROUP INC,144.16,4.928,4.928,16.078,-18.716,-17.579,-26.803,317.943,85.441,0.0001,83.777,-11.348,-0.52,40.434,8.189,14,1936804,172883005,740.0663,8.25,45.73,3.8,
37841,12/31/2023,INDL,JWSMF,G50737108,JAWS MUSTANG ACQU CORP,23.004,0,0,16.572,5.322,5.322,5.322,0,37.728,0.0001,0,-1.287,0,-1031.029,-6.609,19,1831359,15649452,304.9711,10.9,11.04,9.965,FL
37844,12/31/2023,INDL,VOR,929033108,VOR BIOPHARMA INC,490.874,1.069,1.069,150.724,-117.17,-117.863,-117.17,0,67.192,0.0001,3.83,-122.544,-0.717,2.938,13.429,14,1817229,35688798,152.7548,2.25,7.14,1.62,MA
37846,12/31/2023,INDL,MLGO,G6077Y301,MICROALGO INC,62.021,-0.062,-0.062,45.328,-45.658,-37.542,-45.942,57.116,45.619,0.001,1.943,-18.511,5.283,10.796,32.605,14,1800392,479597730,47.0656,0.912,15.5999,0.7351,
37848,12/31/2023,INDL,TERN,880881107,TERNS PHARMACEUTIC INC,588.008,0.052,0.052,255.367,-89.407,-90.21,-89.407,0,71.259,0.0001,0.603,-102.266,-0.344,41.951,20.507,14,1831363,136413354,419.1047,6.49,14.0435,3.26,CA
37851,12/31/2023,INDL,HIMS,433000106,HIMS & HERS HEALTH INC,712.307,26.492,26.492,344.029,-23.393,-23.546,-23.393,151.036,209.345,0.0001,1.281,-16.922,0,-11.475,66.706,11,1773751,735367432,1899.9898,8.9,12.34,5.65,CA
